time,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99,node_100,node_101,node_102,node_103,node_104,node_105,node_106,node_107,node_108,node_109,node_110,node_111,node_112,node_113,node_114,node_115,node_116,node_117,node_118,node_119,node_120
200,141.509,141.514,141.528,141.55,141.58,141.619,141.666,141.722,141.787,141.86,141.942,141.315,141.321,141.334,141.356,141.386,141.425,141.473,141.529,141.593,141.667,141.748,141.164,141.17,141.183,141.205,141.235,141.274,141.322,141.378,141.443,141.516,141.598,141.056,141.062,141.075,141.097,141.128,141.167,141.214,141.27,141.335,141.408,141.49,140.992,140.997,141.011,141.033,141.063,141.102,141.149,141.206,141.27,141.344,141.426,140.97,140.976,140.989,141.011,141.041,141.08,141.128,141.184,141.249,141.322,141.404,140.992,140.997,141.011,141.033,141.063,141.102,141.149,141.206,141.27,141.344,141.426,141.056,141.062,141.075,141.097,141.128,141.167,141.214,141.27,141.335,141.408,141.49,141.164,141.17,141.183,141.205,141.235,141.274,141.322,141.378,141.443,141.516,141.598,141.315,141.321,141.334,141.356,141.386,141.425,141.473,141.529,141.593,141.667,141.748,141.509,141.514,141.528,141.55,141.58,141.619,141.666,141.722,141.787,141.86,141.942
210,146.434,146.44,146.453,146.474,146.504,146.542,146.589,146.644,146.707,146.779,146.859,146.244,146.25,146.263,146.284,146.314,146.352,146.399,146.454,146.517,146.589,146.669,146.096,146.102,146.115,146.136,146.166,146.204,146.251,146.306,146.369,146.441,146.522,145.99,145.996,146.009,146.031,146.06,146.099,146.145,146.2,146.264,146.336,146.416,145.927,145.933,145.946,145.967,145.997,146.035,146.082,146.137,146.201,146.272,146.353,145.906,145.911,145.925,145.946,145.976,146.014,146.061,146.116,146.179,146.251,146.332,145.927,145.933,145.946,145.967,145.997,146.035,146.082,146.137,146.201,146.272,146.353,145.99,145.996,146.009,146.031,146.06,146.099,146.145,146.2,146.264,146.336,146.416,146.096,146.102,146.115,146.136,146.166,146.204,146.251,146.306,146.369,146.441,146.522,146.244,146.25,146.263,146.284,146.314,146.352,146.399,146.454,146.517,146.589,146.669,146.434,146.44,146.453,146.474,146.504,146.542,146.589,146.644,146.707,146.779,146.859
220,151.266,151.272,151.284,151.305,151.335,151.372,151.418,151.472,151.534,151.604,151.683,151.079,151.085,151.098,151.119,151.148,151.186,151.231,151.285,151.347,151.418,151.497,150.934,150.94,150.953,150.974,151.003,151.04,151.086,151.14,151.202,151.273,151.352,150.831,150.836,150.849,150.87,150.899,150.937,150.983,151.037,151.099,151.169,151.248,150.768,150.774,150.787,150.808,150.837,150.875,150.92,150.974,151.037,151.107,151.186,150.748,150.753,150.766,150.787,150.816,150.854,150.9,150.954,151.016,151.087,151.165,150.768,150.774,150.787,150.808,150.837,150.875,150.92,150.974,151.037,151.107,151.186,150.831,150.836,150.849,150.87,150.899,150.937,150.983,151.037,151.099,151.169,151.248,150.934,150.94,150.953,150.974,151.003,151.04,151.086,151.14,151.202,151.273,151.352,151.079,151.085,151.098,151.119,151.148,151.186,151.231,151.285,151.347,151.418,151.497,151.266,151.272,151.284,151.305,151.335,151.372,151.418,151.472,151.534,151.604,151.683
230,156.006,156.011,156.024,156.044,156.073,156.11,156.154,156.207,156.268,156.337,156.415,155.823,155.828,155.841,155.861,155.89,155.927,155.972,156.024,156.086,156.155,156.232,155.68,155.686,155.698,155.719,155.748,155.784,155.829,155.882,155.943,156.013,156.09,155.579,155.584,155.597,155.617,155.646,155.683,155.728,155.781,155.842,155.911,155.988,155.517,155.523,155.536,155.556,155.585,155.622,155.667,155.72,155.781,155.85,155.927,155.497,155.503,155.515,155.536,155.565,155.601,155.646,155.699,155.76,155.83,155.907,155.517,155.523,155.536,155.556,155.585,155.622,155.667,155.72,155.781,155.85,155.927,155.579,155.584,155.597,155.617,155.646,155.683,155.728,155.781,155.842,155.911,155.988,155.68,155.686,155.698,155.719,155.748,155.784,155.829,155.882,155.943,156.013,156.09,155.823,155.828,155.841,155.861,155.89,155.927,155.972,156.024,156.086,156.155,156.232,156.006,156.011,156.024,156.044,156.073,156.11,156.154,156.207,156.268,156.337,156.415
240,160.655,160.66,160.673,160.693,160.721,160.757,160.801,160.853,160.913,160.98,161.056,160.475,160.481,160.493,160.513,160.541,160.578,160.622,160.673,160.733,160.801,160.877,160.336,160.341,160.354,160.374,160.402,160.438,160.482,160.534,160.594,160.662,160.738,160.236,160.241,160.254,160.274,160.302,160.338,160.382,160.434,160.494,160.562,160.638,160.176,160.181,160.194,160.214,160.242,160.278,160.322,160.374,160.434,160.502,160.578,160.156,160.162,160.174,160.194,160.222,160.258,160.302,160.354,160.414,160.482,160.558,160.176,160.181,160.194,160.214,160.242,160.278,160.322,160.374,160.434,160.502,160.578,160.236,160.241,160.254,160.274,160.302,160.338,160.382,160.434,160.494,160.562,160.638,160.336,160.341,160.354,160.374,160.402,160.438,160.482,160.534,160.594,160.662,160.738,160.475,160.481,160.493,160.513,160.541,160.578,160.622,160.673,160.733,160.801,160.877,160.655,160.66,160.673,160.693,160.721,160.757,160.801,160.853,160.913,160.98,161.056
250,165.216,165.221,165.233,165.253,165.28,165.316,165.359,165.41,165.469,165.535,165.609,165.04,165.045,165.057,165.077,165.104,165.14,165.183,165.234,165.293,165.359,165.434,164.903,164.908,164.92,164.94,164.967,165.003,165.046,165.097,165.156,165.222,165.297,164.805,164.81,164.822,164.842,164.87,164.905,164.948,164.999,165.058,165.125,165.199,164.746,164.751,164.763,164.783,164.811,164.846,164.889,164.94,164.999,165.066,165.14,164.726,164.732,164.744,164.764,164.791,164.827,164.87,164.921,164.98,165.046,165.121,164.746,164.751,164.763,164.783,164.811,164.846,164.889,164.94,164.999,165.066,165.14,164.805,164.81,164.822,164.842,164.87,164.905,164.948,164.999,165.058,165.125,165.199,164.903,164.908,164.92,164.94,164.967,165.003,165.046,165.097,165.156,165.222,165.297,165.04,165.045,165.057,165.077,165.104,165.14,165.183,165.234,165.293,165.359,165.434,165.216,165.221,165.233,165.253,165.28,165.316,165.359,165.41,165.469,165.535,165.609
260,169.69,169.695,169.707,169.726,169.753,169.788,169.83,169.88,169.938,170.003,170.076,169.517,169.522,169.534,169.553,169.58,169.615,169.657,169.707,169.765,169.83,169.903,169.382,169.388,169.399,169.419,169.446,169.481,169.523,169.573,169.631,169.696,169.769,169.286,169.292,169.303,169.323,169.35,169.385,169.427,169.477,169.535,169.6,169.673,169.229,169.234,169.246,169.265,169.292,169.327,169.37,169.42,169.477,169.543,169.616,169.21,169.215,169.227,169.246,169.273,169.308,169.35,169.4,169.458,169.523,169.596,169.229,169.234,169.246,169.265,169.292,169.327,169.37,169.42,169.477,169.543,169.616,169.286,169.292,169.303,169.323,169.35,169.385,169.427,169.477,169.535,169.6,169.673,169.382,169.388,169.399,169.419,169.446,169.481,169.523,169.573,169.631,169.696,169.769,169.517,169.522,169.534,169.553,169.58,169.615,169.657,169.707,169.765,169.83,169.903,169.69,169.695,169.707,169.726,169.753,169.788,169.83,169.88,169.938,170.003,170.076
270,174.078,174.083,174.095,174.114,174.14,174.174,174.216,174.265,174.321,174.385,174.457,173.909,173.914,173.925,173.945,173.971,174.005,174.047,174.096,174.152,174.216,174.288,173.777,173.782,173.794,173.813,173.839,173.873,173.915,173.964,174.02,174.085,174.156,173.683,173.688,173.699,173.719,173.745,173.779,173.821,173.87,173.926,173.99,174.062,173.626,173.631,173.643,173.662,173.689,173.723,173.764,173.813,173.87,173.934,174.006,173.607,173.612,173.624,173.643,173.67,173.704,173.745,173.794,173.851,173.915,173.987,173.626,173.631,173.643,173.662,173.689,173.723,173.764,173.813,173.87,173.934,174.006,173.683,173.688,173.699,173.719,173.745,173.779,173.821,173.87,173.926,173.99,174.062,173.777,173.782,173.794,173.813,173.839,173.873,173.915,173.964,174.02,174.085,174.156,173.909,173.914,173.925,173.945,173.971,174.005,174.047,174.096,174.152,174.216,174.288,174.078,174.083,174.095,174.114,174.14,174.174,174.216,174.265,174.321,174.385,174.457
280,178.383,178.388,178.4,178.418,178.444,178.478,178.518,178.566,178.622,178.685,178.755,178.217,178.222,178.233,178.252,178.278,178.311,178.352,178.4,178.456,178.519,178.589,178.088,178.093,178.104,178.123,178.149,178.182,178.223,178.271,178.327,178.389,178.46,177.995,178,178.012,178.03,178.056,178.09,178.131,178.179,178.234,178.297,178.367,177.94,177.945,177.956,177.975,178.001,178.034,178.075,178.123,178.179,178.242,178.312,177.921,177.926,177.938,177.956,177.983,178.016,178.057,178.105,178.16,178.223,178.294,177.94,177.945,177.956,177.975,178.001,178.034,178.075,178.123,178.179,178.242,178.312,177.995,178,178.012,178.03,178.056,178.09,178.131,178.179,178.234,178.297,178.367,178.088,178.093,178.104,178.123,178.149,178.182,178.223,178.271,178.327,178.389,178.46,178.217,178.222,178.233,178.252,178.278,178.311,178.352,178.4,178.456,178.519,178.589,178.383,178.388,178.4,178.418,178.444,178.478,178.518,178.566,178.622,178.685,178.755
290,182.606,182.611,182.622,182.64,182.666,182.699,182.739,182.786,182.84,182.902,182.971,182.443,182.448,182.459,182.477,182.503,182.536,182.576,182.623,182.677,182.739,182.808,182.316,182.321,182.332,182.351,182.376,182.409,182.449,182.496,182.551,182.612,182.681,182.226,182.23,182.242,182.26,182.286,182.318,182.358,182.406,182.46,182.522,182.591,182.171,182.176,182.187,182.206,182.231,182.264,182.304,182.351,182.406,182.467,182.536,182.153,182.158,182.169,182.188,182.213,182.246,182.286,182.333,182.388,182.449,182.518,182.171,182.176,182.187,182.206,182.231,182.264,182.304,182.351,182.406,182.467,182.536,182.226,182.23,182.242,182.26,182.286,182.318,182.358,182.406,182.46,182.522,182.591,182.316,182.321,182.332,182.351,182.376,182.409,182.449,182.496,182.551,182.612,182.681,182.443,182.448,182.459,182.477,182.503,182.536,182.576,182.623,182.677,182.739,182.808,182.606,182.611,182.622,182.64,182.666,182.699,182.739,182.786,182.84,182.902,182.971
300,186.749,186.753,186.764,186.782,186.807,186.839,186.879,186.925,186.978,187.039,187.106,186.589,186.593,186.604,186.622,186.647,186.68,186.719,186.765,186.818,186.879,186.946,186.464,186.469,186.48,186.498,186.523,186.555,186.594,186.641,186.694,186.755,186.822,186.375,186.38,186.391,186.409,186.434,186.466,186.506,186.552,186.605,186.666,186.733,186.322,186.327,186.338,186.356,186.381,186.413,186.452,186.499,186.552,186.612,186.68,186.304,186.309,186.32,186.338,186.363,186.395,186.434,186.481,186.534,186.595,186.662,186.322,186.327,186.338,186.356,186.381,186.413,186.452,186.499,186.552,186.612,186.68,186.375,186.38,186.391,186.409,186.434,186.466,186.506,186.552,186.605,186.666,186.733,186.464,186.469,186.48,186.498,186.523,186.555,186.594,186.641,186.694,186.755,186.822,186.589,186.593,186.604,186.622,186.647,186.68,186.719,186.765,186.818,186.879,186.946,186.749,186.753,186.764,186.782,186.807,186.839,186.879,186.925,186.978,187.039,187.106
310,190.812,190.817,190.828,190.845,190.87,190.901,190.94,190.985,191.037,191.097,191.163,190.655,190.66,190.671,190.688,190.713,190.744,190.783,190.828,190.881,190.94,191.006,190.533,190.538,190.549,190.566,190.591,190.622,190.661,190.706,190.759,190.818,190.884,190.446,190.451,190.461,190.479,190.504,190.535,190.574,190.619,190.672,190.731,190.797,190.394,190.398,190.409,190.427,190.451,190.483,190.521,190.567,190.619,190.679,190.745,190.376,190.381,190.392,190.409,190.434,190.465,190.504,190.549,190.602,190.661,190.728,190.394,190.398,190.409,190.427,190.451,190.483,190.521,190.567,190.619,190.679,190.745,190.446,190.451,190.461,190.479,190.504,190.535,190.574,190.619,190.672,190.731,190.797,190.533,190.538,190.549,190.566,190.591,190.622,190.661,190.706,190.759,190.818,190.884,190.655,190.66,190.671,190.688,190.713,190.744,190.783,190.828,190.881,190.94,191.006,190.812,190.817,190.828,190.845,190.87,190.901,190.94,190.985,191.037,191.097,191.163
320,194.798,194.803,194.813,194.831,194.855,194.886,194.923,194.968,195.019,195.077,195.142,194.644,194.649,194.659,194.677,194.701,194.732,194.769,194.814,194.865,194.924,194.989,194.524,194.529,194.54,194.557,194.581,194.612,194.65,194.694,194.746,194.804,194.869,194.439,194.444,194.454,194.472,194.496,194.527,194.564,194.609,194.66,194.719,194.784,194.388,194.392,194.403,194.42,194.444,194.475,194.513,194.558,194.609,194.667,194.732,194.371,194.375,194.386,194.403,194.427,194.458,194.496,194.54,194.592,194.65,194.715,194.388,194.392,194.403,194.42,194.444,194.475,194.513,194.558,194.609,194.667,194.732,194.439,194.444,194.454,194.472,194.496,194.527,194.564,194.609,194.66,194.719,194.784,194.524,194.529,194.54,194.557,194.581,194.612,194.65,194.694,194.746,194.804,194.869,194.644,194.649,194.659,194.677,194.701,194.732,194.769,194.814,194.865,194.924,194.989,194.798,194.803,194.813,194.831,194.855,194.886,194.923,194.968,195.019,195.077,195.142
330,198.708,198.713,198.723,198.74,198.764,198.794,198.831,198.875,198.925,198.982,199.046,198.557,198.562,198.572,198.589,198.613,198.643,198.68,198.724,198.774,198.831,198.895,198.44,198.444,198.455,198.472,198.495,198.526,198.563,198.606,198.657,198.714,198.778,198.356,198.36,198.371,198.388,198.412,198.442,198.479,198.523,198.573,198.63,198.694,198.306,198.31,198.321,198.338,198.361,198.392,198.429,198.472,198.523,198.58,198.644,198.289,198.293,198.304,198.321,198.344,198.375,198.412,198.456,198.506,198.563,198.627,198.306,198.31,198.321,198.338,198.361,198.392,198.429,198.472,198.523,198.58,198.644,198.356,198.36,198.371,198.388,198.412,198.442,198.479,198.523,198.573,198.63,198.694,198.44,198.444,198.455,198.472,198.495,198.526,198.563,198.606,198.657,198.714,198.778,198.557,198.562,198.572,198.589,198.613,198.643,198.68,198.724,198.774,198.831,198.895,198.708,198.713,198.723,198.74,198.764,198.794,198.831,198.875,198.925,198.982,199.046
340,202.544,202.548,202.559,202.575,202.598,202.628,202.664,202.707,202.757,202.812,202.875,202.396,202.4,202.41,202.427,202.45,202.48,202.516,202.559,202.609,202.665,202.727,202.281,202.285,202.295,202.312,202.335,202.365,202.401,202.444,202.493,202.549,202.612,202.198,202.203,202.213,202.23,202.253,202.283,202.319,202.362,202.411,202.467,202.53,202.149,202.153,202.164,202.18,202.203,202.233,202.27,202.312,202.362,202.418,202.481,202.132,202.137,202.147,202.164,202.187,202.217,202.253,202.296,202.345,202.402,202.464,202.149,202.153,202.164,202.18,202.203,202.233,202.27,202.312,202.362,202.418,202.481,202.198,202.203,202.213,202.23,202.253,202.283,202.319,202.362,202.411,202.467,202.53,202.281,202.285,202.295,202.312,202.335,202.365,202.401,202.444,202.493,202.549,202.612,202.396,202.4,202.41,202.427,202.45,202.48,202.516,202.559,202.609,202.665,202.727,202.544,202.548,202.559,202.575,202.598,202.628,202.664,202.707,202.757,202.812,202.875
350,206.306,206.311,206.321,206.337,206.36,206.389,206.425,206.467,206.515,206.57,206.631,206.161,206.166,206.176,206.192,206.215,206.244,206.279,206.321,206.37,206.425,206.486,206.048,206.052,206.063,206.079,206.102,206.131,206.166,206.209,206.257,206.312,206.373,205.967,205.972,205.982,205.998,206.021,206.05,206.086,206.128,206.176,206.231,206.293,205.919,205.923,205.933,205.95,205.972,206.002,206.037,206.079,206.128,206.183,206.244,205.903,205.907,205.917,205.934,205.956,205.986,206.021,206.063,206.112,206.167,206.228,205.919,205.923,205.933,205.95,205.972,206.002,206.037,206.079,206.128,206.183,206.244,205.967,205.972,205.982,205.998,206.021,206.05,206.086,206.128,206.176,206.231,206.293,206.048,206.052,206.063,206.079,206.102,206.131,206.166,206.209,206.257,206.312,206.373,206.161,206.166,206.176,206.192,206.215,206.244,206.279,206.321,206.37,206.425,206.486,206.306,206.311,206.321,206.337,206.36,206.389,206.425,206.467,206.515,206.57,206.631
360,209.997,210.002,210.011,210.027,210.05,210.078,210.113,210.154,210.202,210.256,210.316,209.855,209.859,209.869,209.885,209.907,209.936,209.971,210.012,210.06,210.113,210.174,209.744,209.748,209.758,209.774,209.796,209.825,209.86,209.901,209.949,210.003,210.063,209.665,209.669,209.679,209.695,209.717,209.746,209.781,209.822,209.87,209.924,209.984,209.617,209.621,209.631,209.647,209.67,209.698,209.733,209.775,209.822,209.876,209.936,209.601,209.606,209.615,209.632,209.654,209.683,209.717,209.759,209.806,209.86,209.921,209.617,209.621,209.631,209.647,209.67,209.698,209.733,209.775,209.822,209.876,209.936,209.665,209.669,209.679,209.695,209.717,209.746,209.781,209.822,209.87,209.924,209.984,209.744,209.748,209.758,209.774,209.796,209.825,209.86,209.901,209.949,210.003,210.063,209.855,209.859,209.869,209.885,209.907,209.936,209.971,210.012,210.06,210.113,210.174,209.997,210.002,210.011,210.027,210.05,210.078,210.113,210.154,210.202,210.256,210.316
370,213.618,213.622,213.632,213.647,213.669,213.697,213.732,213.772,213.819,213.871,213.93,213.478,213.482,213.492,213.508,213.529,213.558,213.592,213.632,213.679,213.732,213.791,213.369,213.373,213.383,213.399,213.421,213.449,213.483,213.524,213.57,213.623,213.682,213.292,213.296,213.305,213.321,213.343,213.371,213.405,213.446,213.493,213.546,213.605,213.245,213.249,213.259,213.275,213.296,213.325,213.359,213.399,213.446,213.499,213.558,213.229,213.234,213.243,213.259,213.281,213.309,213.343,213.384,213.431,213.483,213.543,213.245,213.249,213.259,213.275,213.296,213.325,213.359,213.399,213.446,213.499,213.558,213.292,213.296,213.305,213.321,213.343,213.371,213.405,213.446,213.493,213.546,213.605,213.369,213.373,213.383,213.399,213.421,213.449,213.483,213.524,213.57,213.623,213.682,213.478,213.482,213.492,213.508,213.529,213.558,213.592,213.632,213.679,213.732,213.791,213.618,213.622,213.632,213.647,213.669,213.697,213.732,213.772,213.819,213.871,213.93
380,217.169,217.173,217.183,217.198,217.22,217.247,217.281,217.321,217.366,217.418,217.476,217.032,217.036,217.046,217.061,217.083,217.11,217.144,217.184,217.229,217.281,217.339,216.926,216.93,216.939,216.955,216.976,217.004,217.037,217.077,217.123,217.175,217.232,216.849,216.853,216.863,216.878,216.9,216.927,216.961,217.001,217.047,217.098,217.156,216.804,216.808,216.817,216.833,216.854,216.882,216.915,216.955,217.001,217.053,217.111,216.788,216.792,216.802,216.817,216.839,216.866,216.9,216.94,216.986,217.038,217.096,216.804,216.808,216.817,216.833,216.854,216.882,216.915,216.955,217.001,217.053,217.111,216.849,216.853,216.863,216.878,216.9,216.927,216.961,217.001,217.047,217.098,217.156,216.926,216.93,216.939,216.955,216.976,217.004,217.037,217.077,217.123,217.175,217.232,217.032,217.036,217.046,217.061,217.083,217.11,217.144,217.184,217.229,217.281,217.339,217.169,217.173,217.183,217.198,217.22,217.247,217.281,217.321,217.366,217.418,217.476
390,220.653,220.657,220.667,220.682,220.703,220.73,220.763,220.802,220.846,220.897,220.954,220.519,220.523,220.532,220.547,220.568,220.595,220.628,220.667,220.712,220.763,220.82,220.414,220.418,220.427,220.443,220.464,220.491,220.524,220.563,220.607,220.658,220.715,220.339,220.343,220.353,220.368,220.389,220.416,220.449,220.488,220.533,220.584,220.64,220.294,220.298,220.308,220.323,220.344,220.371,220.404,220.443,220.488,220.539,220.596,220.279,220.283,220.293,220.308,220.329,220.356,220.389,220.428,220.473,220.524,220.581,220.294,220.298,220.308,220.323,220.344,220.371,220.404,220.443,220.488,220.539,220.596,220.339,220.343,220.353,220.368,220.389,220.416,220.449,220.488,220.533,220.584,220.64,220.414,220.418,220.427,220.443,220.464,220.491,220.524,220.563,220.607,220.658,220.715,220.519,220.523,220.532,220.547,220.568,220.595,220.628,220.667,220.712,220.763,220.82,220.653,220.657,220.667,220.682,220.703,220.73,220.763,220.802,220.846,220.897,220.954
400,224.071,224.075,224.084,224.099,224.119,224.146,224.178,224.216,224.26,224.31,224.366,223.939,223.943,223.952,223.967,223.987,224.014,224.046,224.084,224.128,224.178,224.234,223.836,223.84,223.849,223.864,223.885,223.911,223.944,223.982,224.026,224.076,224.131,223.763,223.767,223.776,223.791,223.811,223.838,223.87,223.908,223.953,224.002,224.058,223.719,223.723,223.732,223.747,223.767,223.794,223.826,223.864,223.909,223.958,224.014,223.704,223.708,223.717,223.732,223.753,223.779,223.812,223.85,223.894,223.944,224,223.719,223.723,223.732,223.747,223.767,223.794,223.826,223.864,223.909,223.958,224.014,223.763,223.767,223.776,223.791,223.811,223.838,223.87,223.908,223.953,224.002,224.058,223.836,223.84,223.849,223.864,223.885,223.911,223.944,223.982,224.026,224.076,224.131,223.939,223.943,223.952,223.967,223.987,224.014,224.046,224.084,224.128,224.178,224.234,224.071,224.075,224.084,224.099,224.119,224.146,224.178,224.216,224.26,224.31,224.366
410,227.423,227.427,227.436,227.45,227.471,227.497,227.528,227.566,227.609,227.658,227.712,227.294,227.297,227.306,227.321,227.341,227.367,227.399,227.436,227.48,227.529,227.583,227.193,227.197,227.206,227.22,227.241,227.267,227.298,227.336,227.379,227.428,227.483,227.121,227.125,227.134,227.148,227.169,227.195,227.226,227.264,227.307,227.356,227.411,227.078,227.082,227.091,227.105,227.125,227.152,227.183,227.221,227.264,227.313,227.368,227.063,227.067,227.076,227.091,227.111,227.137,227.169,227.206,227.25,227.299,227.353,227.078,227.082,227.091,227.105,227.125,227.152,227.183,227.221,227.264,227.313,227.368,227.121,227.125,227.134,227.148,227.169,227.195,227.226,227.264,227.307,227.356,227.411,227.193,227.197,227.206,227.22,227.241,227.267,227.298,227.336,227.379,227.428,227.483,227.294,227.297,227.306,227.321,227.341,227.367,227.399,227.436,227.48,227.529,227.583,227.423,227.427,227.436,227.45,227.471,227.497,227.528,227.566,227.609,227.658,227.712
420,230.712,230.715,230.724,230.738,230.758,230.784,230.815,230.851,230.894,230.942,230.995,230.585,230.588,230.597,230.611,230.631,230.657,230.688,230.725,230.767,230.815,230.869,230.486,230.49,230.498,230.513,230.533,230.558,230.589,230.626,230.668,230.716,230.77,230.415,230.419,230.428,230.442,230.462,230.487,230.519,230.555,230.598,230.646,230.7,230.373,230.377,230.385,230.4,230.42,230.445,230.476,230.513,230.556,230.604,230.657,230.359,230.363,230.371,230.386,230.406,230.431,230.462,230.499,230.541,230.589,230.643,230.373,230.377,230.385,230.4,230.42,230.445,230.476,230.513,230.556,230.604,230.657,230.415,230.419,230.428,230.442,230.462,230.487,230.519,230.555,230.598,230.646,230.7,230.486,230.49,230.498,230.513,230.533,230.558,230.589,230.626,230.668,230.716,230.77,230.585,230.588,230.597,230.611,230.631,230.657,230.688,230.725,230.767,230.815,230.869,230.712,230.715,230.724,230.738,230.758,230.784,230.815,230.851,230.894,230.942,230.995
430,233.937,233.941,233.95,233.964,233.983,234.008,234.039,234.075,234.116,234.163,234.216,233.813,233.816,233.825,233.839,233.859,233.884,233.914,233.95,233.992,234.039,234.091,233.716,233.72,233.728,233.742,233.762,233.787,233.817,233.853,233.895,233.942,233.995,233.647,233.65,233.659,233.673,233.693,233.718,233.748,233.784,233.826,233.873,233.926,233.605,233.609,233.617,233.631,233.651,233.676,233.707,233.743,233.784,233.831,233.884,233.591,233.595,233.604,233.618,233.637,233.662,233.693,233.729,233.77,233.818,233.87,233.605,233.609,233.617,233.631,233.651,233.676,233.707,233.743,233.784,233.831,233.884,233.647,233.65,233.659,233.673,233.693,233.718,233.748,233.784,233.826,233.873,233.926,233.716,233.72,233.728,233.742,233.762,233.787,233.817,233.853,233.895,233.942,233.995,233.813,233.816,233.825,233.839,233.859,233.884,233.914,233.95,233.992,234.039,234.091,233.937,233.941,233.95,233.964,233.983,234.008,234.039,234.075,234.116,234.163,234.216
440,237.102,237.105,237.114,237.128,237.147,237.171,237.201,237.236,237.277,237.323,237.375,236.98,236.983,236.992,237.005,237.024,237.049,237.079,237.114,237.155,237.201,237.253,236.884,236.888,236.897,236.91,236.929,236.954,236.984,237.019,237.06,237.106,237.158,236.817,236.82,236.829,236.842,236.862,236.886,236.916,236.951,236.992,237.038,237.09,236.776,236.779,236.788,236.802,236.821,236.845,236.875,236.911,236.952,236.998,237.049,236.762,236.766,236.774,236.788,236.807,236.832,236.862,236.897,236.938,236.984,237.036,236.776,236.779,236.788,236.802,236.821,236.845,236.875,236.911,236.952,236.998,237.049,236.817,236.82,236.829,236.842,236.862,236.886,236.916,236.951,236.992,237.038,237.09,236.884,236.888,236.897,236.91,236.929,236.954,236.984,237.019,237.06,237.106,237.158,236.98,236.983,236.992,237.005,237.024,237.049,237.079,237.114,237.155,237.201,237.253,237.102,237.105,237.114,237.128,237.147,237.171,237.201,237.236,237.277,237.323,237.375
450,240.206,240.209,240.218,240.231,240.25,240.274,240.303,240.338,240.378,240.423,240.474,240.086,240.089,240.098,240.111,240.13,240.154,240.183,240.218,240.258,240.303,240.354,239.993,239.996,240.004,240.018,240.037,240.061,240.09,240.125,240.165,240.21,240.261,239.926,239.93,239.938,239.951,239.97,239.994,240.024,240.058,240.098,240.144,240.194,239.886,239.89,239.898,239.911,239.93,239.954,239.984,240.018,240.058,240.104,240.154,239.873,239.876,239.885,239.898,239.917,239.941,239.97,240.005,240.045,240.09,240.141,239.886,239.89,239.898,239.911,239.93,239.954,239.984,240.018,240.058,240.104,240.154,239.926,239.93,239.938,239.951,239.97,239.994,240.024,240.058,240.098,240.144,240.194,239.993,239.996,240.004,240.018,240.037,240.061,240.09,240.125,240.165,240.21,240.261,240.086,240.089,240.098,240.111,240.13,240.154,240.183,240.218,240.258,240.303,240.354,240.206,240.209,240.218,240.231,240.25,240.274,240.303,240.338,240.378,240.423,240.474
460,243.251,243.254,243.262,243.275,243.294,243.317,243.346,243.38,243.419,243.464,243.513,243.133,243.137,243.145,243.158,243.176,243.2,243.229,243.263,243.302,243.346,243.396,243.042,243.045,243.053,243.066,243.085,243.109,243.137,243.171,243.211,243.255,243.305,242.976,242.98,242.988,243.001,243.02,243.043,243.072,243.106,243.145,243.19,243.239,242.937,242.941,242.949,242.962,242.98,243.004,243.033,243.067,243.106,243.151,243.2,242.924,242.927,242.936,242.949,242.967,242.991,243.02,243.054,243.093,243.138,243.187,242.937,242.941,242.949,242.962,242.98,243.004,243.033,243.067,243.106,243.151,243.2,242.976,242.98,242.988,243.001,243.02,243.043,243.072,243.106,243.145,243.19,243.239,243.042,243.045,243.053,243.066,243.085,243.109,243.137,243.171,243.211,243.255,243.305,243.133,243.137,243.145,243.158,243.176,243.2,243.229,243.263,243.302,243.346,243.396,243.251,243.254,243.262,243.275,243.294,243.317,243.346,243.38,243.419,243.464,243.513
